flat_id,price,area,residential_complex,floor,total_floors,construction_year,parking,description,url,scraped_at
1003924251,38000000,33.0,Meridian Apartments,10,12,2024,,"жил. комплекс Meridian Apartments, монолитный дом, 2024 г.п., потолки 3м., Новый ремонт. Полностью обустроена. В ипотеку цена 40 млн. Цена на 2 недели. Торга нет. Риэлторов прошу не беспокоить",https://krisha.kz/a/show/1003924251,2025-08-02 14:28:43
